timestamp,open,high,low,close,volume
2019-04-18 10:20:00,121.9900,122.0900,121.9600,122.0479,210620
2019-04-18 10:15:00,121.8800,122.0500,121.8600,122.0000,476806
2019-04-18 10:10:00,121.6100,121.8550,121.6000,121.8250,365611
2019-04-18 10:05:00,121.6750,121.6900,121.5500,121.5700,297487
2019-04-18 10:00:00,121.6800,121.7300,121.5200,121.5300,260211
2019-04-18 09:55:00,121.5800,121.7100,121.5500,121.6700,307936
2019-04-18 09:50:00,121.5000,121.7100,121.4500,121.5800,449141
2019-04-18 09:45:00,121.7750,121.7950,121.3018,121.5195,577763
2019-04-18 09:40:00,122.3300,122.3400,121.6600,121.7750,579239
2019-04-18 09:35:00,122.1900,122.5800,121.9600,122.3200,4180682
2019-04-17 16:00:00,121.7700,121.8300,121.6600,121.7500,951030
2019-04-17 15:55:00,121.6100,121.8500,121.5850,121.7750,571458
2019-04-17 15:50:00,121.5600,121.6200,121.5200,121.6050,297377
2019-04-17 15:45:00,121.4700,121.6000,121.4632,121.5650,264590
2019-04-17 15:40:00,121.4006,121.4900,121.3600,121.4700,157267
2019-04-17 15:35:00,121.2700,121.4200,121.2700,121.4100,146568
2019-04-17 15:30:00,121.2450,121.3300,121.2400,121.2700,142322
2019-04-17 15:25:00,121.3800,121.3800,121.2200,121.2500,151014
2019-04-17 15:20:00,121.3950,121.4350,121.3700,121.3850,148475
2019-04-17 15:15:00,121.4350,121.4800,121.3500,121.3997,247855
2019-04-17 15:10:00,121.4300,121.4900,121.4133,121.4350,125086
2019-04-17 15:05:00,121.3700,121.4731,121.3700,121.4242,141308
2019-04-17 15:00:00,121.4100,121.4150,121.3550,121.3600,249833
2019-04-17 14:55:00,121.3450,121.4200,121.3450,121.4200,183401
2019-04-17 14:50:00,121.3100,121.3500,121.2900,121.3500,109026
2019-04-17 14:45:00,121.2200,121.2900,121.1850,121.2900,92322
2019-04-17 14:40:00,121.2800,121.3450,121.2300,121.2300,102224
2019-04-17 14:35:00,121.2100,121.3300,121.2100,121.2900,152741
2019-04-17 14:30:00,121.2950,121.3000,121.1700,121.2050,143473
2019-04-17 14:25:00,121.4100,121.4385,121.2800,121.3000,92919
2019-04-17 14:20:00,121.2475,121.4300,121.2430,121.4100,118246
2019-04-17 14:15:00,121.3600,121.3600,121.1900,121.2500,181871
